time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853346.854,9354601,46279,-20811,1645.338,1300.61,-2.313,0.0
1352853346.893,9354601,46276,-20812,1688.745,1289.704,-2.309,1.342
1352853346.93,9354601,46231,-20848,1678.596,1271.39,-2.53,-2.259
1352853346.967,9354601,46196,-20870,1669.868,1260.721,-2.498,-2.377
1352853347.005,9354601,46169,-20899,1666.5,1273.577,-2.496,-2.41
1352853347.043,9354601,46119,-20934,1658.676,1253.54,-2.492,-2.425
1352853347.081,9354601,46066,-20963,1651.938,1214.065,-2.495,-2.484
1352853347.12,9354601,46005,-21007,1645.579,1260.441,-2.519,-2.508
1352853347.158,9354601,45944,-21048,1632.441,1307.9,-2.528,-2.533
1352853347.194,9354601,45892,-21097,1626.951,1347.21,-2.516,-2.514
1352853347.23,9354601,45825,-21107,1618.352,1388.267,-2.628,-2.566
1352853347.267,9354601,45773,-21128,1610.362,1439.837,-2.651,-2.607
1352853347.306,9354601,45724,-21176,1604.173,1507.425,-2.527,-2.536
1352853347.344,9354601,45669,-21222,1600.192,1533.545,-2.5,-2.566
1352853347.383,9354601,45635,-21245,1585.261,1475.697,-2.521,-2.593
1352853347.423,9354601,45589,-21276,1581.417,1515.265,-2.547,-2.548
1352853347.461,9354601,45514,-21289,1577.059,1514.433,-2.592,-2.592
1352853347.5,9354601,45456,-21303,1572.955,1442.896,-2.586,-2.617
1352853347.537,9354601,45445,-21268,1570.189,1240.649,-2.671,-2.639
1352853347.576,9354601,45396,-21315,1566.744,1213.745,-2.553,-2.659
1352853347.612,9354601,45369,-21348,1562.734,1201.511,-2.536,-2.635
1352853347.649,9354601,45334,-21386,1560.36,1227.645,-2.535,-2.625
1352853347.691,9354601,45294,-21424,1557.875,1196.261,-2.523,-2.567
1352853347.728,9354601,45250,-21474,1555.186,1214.57,-2.525,-2.534
1352853347.766,9354601,45136,-21500,1551.629,1322.382,-2.609,-2.591
1352853347.808,9354601,45083,-21525,1548.124,1295.828,-2.54,-2.573
1352853347.844,9354601,45040,-21549,1547.877,1245.435,-2.506,-2.584
1352853347.881,9354601,45001,-21578,1547.877,1170.249,-2.493,-2.602
1352853347.918,9354601,44967,-21604,1547.877,1143.166,-2.471,-2.646
1352853347.955,9354601,44932,-21630,1547.877,1106.03,-2.451,-2.686
1352853347.993,9354601,44903,-21648,1547.877,999.448,-2.424,-2.707
1352853348.032,9354601,44875,-21667,1547.877,957.662,-2.387,-2.708
1352853348.068,9354601,44848,-21684,1547.877,882.712,-2.46,-2.761
1352853348.107,9354601,44833,-21690,1547.787,794.989,-2.396,-2.722
1352853348.15,9354601,44805,-21713,1547.779,759.978,-2.397,-2.731
1352853348.187,9354601,44542,-21615,1540.226,1471.549,-3.061,-3.075
1352853348.222,9354601,44479,-21626,1533.601,1510.888,-3.028,-3.103
1352853348.259,9354601,44428,-21637,1533.537,1443.073,-3.004,-3.091
1352853348.298,9354601,44378,-21647,1533.537,1387.451,-3.038,-3.123
1352853348.335,9354601,44335,-21650,1533.537,1277.319,-3.045,-3.117
1352853348.373,9354601,44259,-21635,1532.606,1342.591,3.046,3.1
1352853348.409,9354601,44188,-21616,1532.139,1394.411,3.013,3.056
