time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853352.925,9355201,46461,-20567,1591.543,881.207,-2.028,0.0
1352853352.963,9355201,46459,-20568,1588.356,872.598,-2.023,0.398
1352853353.0,9355201,46457,-20603,1585.456,856.797,-1.949,-1.96
1352853353.034,9355201,46447,-20627,1580.785,866.462,-1.883,-1.88
1352853353.072,9355201,46444,-20655,1577.719,885.004,-1.862,-1.876
1352853353.111,9355201,46441,-20699,1586.494,883.207,-1.81,-1.855
1352853353.148,9355201,46426,-20752,1669.548,999.269,-1.857,-1.861
1352853353.187,9355201,46394,-20809,1685.789,1075.497,-1.907,-1.884
1352853353.227,9355201,46376,-20860,1677.538,1154.425,-1.882,-1.886
1352853353.265,9355201,46372,-20923,1668.366,1284.656,-1.847,-1.865
1352853353.302,9355201,46359,-20982,1660.629,1424.129,-1.838,-1.837
1352853353.34,9355201,46339,-21023,1649.364,1400.868,-1.878,-1.855
1352853353.379,9355201,46316,-21058,1638.907,1411.873,-1.895,-1.899
1352853353.418,9355201,46281,-21095,1630.52,1370.438,-1.911,-1.953
1352853353.455,9355201,46243,-21111,1627.073,1313.737,-1.983,-2.018
1352853353.491,9355201,46199,-21141,1661.498,1315.367,-2.051,-2.047
1352853353.527,9355201,46172,-21161,1678.087,1292.241,-2.088,-2.047
1352853353.566,9355201,46152,-21209,1673.376,1324.923,-2.052,-2.017
1352853353.604,9355201,46132,-21249,1669.229,1282.927,-2.034,-2.007
1352853353.64,9355201,46123,-21284,1659.575,1320.552,-2.011,-1.978
1352853353.677,9355201,46131,-21324,1648.387,1257.249,-1.911,-1.905
1352853353.715,9355201,46127,-21381,1636.009,1263.208,-1.921,-1.886
1352853353.749,9355201,46120,-21428,1622.898,1221.792,-1.87,-1.868
1352853353.786,9355201,46119,-21459,1607.323,1179.718,-1.871,-1.837
1352853353.823,9355201,46113,-21512,1594.91,1200.823,-1.849,-1.803
1352853353.861,9355201,46112,-21539,1585.961,1061.691,-1.825,-1.825
1352853353.903,9355201,46109,-21560,1581.064,993.704,-1.937,-1.852
1352853353.94,9355201,46095,-21586,1576.443,921.86,-1.999,-1.843
1352853353.978,9355201,46077,-21622,1603.381,914.287,-1.946,-1.799
1352853354.018,9355201,46080,-21685,1600.543,948.845,-1.825,-1.719
1352853354.055,9355201,46048,-21708,1602.483,974.755,-1.799,-1.749
1352853354.094,9355201,46008,-21729,1597.256,1051.305,-1.876,-1.869
1352853354.13,9355201,45966,-21780,1583.05,1170.272,-1.941,-1.912
1352853354.169,9355201,45907,-21808,1584.419,1201.386,-1.949,-1.955
1352853354.206,9355201,45858,-21834,1584.185,1181.419,-1.985,-1.981
1352853354.245,9355201,45825,-21871,1582.225,1160.987,-2.036,-1.981
