time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853347.23,9354700,15495,-11678,1854.642,1324.079,2.477,0.0
1352853347.267,9354700,15493,-11676,1829.025,1324.457,2.456,1.387
1352853347.306,9354700,15470,-11640,1810.704,1307.791,2.34,2.464
1352853347.344,9354700,15443,-11601,1800.741,1233.666,2.276,2.325
1352853347.383,9354700,15407,-11560,1790.489,1268.663,2.285,2.305
1352853347.423,9354700,15370,-11526,1833.612,1284.031,2.319,2.294
1352853347.461,9354700,15341,-11509,1879.15,1207.816,2.28,2.262
1352853347.5,9354700,15308,-11477,1901.504,1204.306,2.294,2.277
1352853347.537,9354700,15256,-11429,1894.816,1295.442,2.324,2.301
1352853347.576,9354700,15203,-11387,1886.612,1303.643,2.367,2.323
1352853347.612,9354700,15154,-11332,1870.186,1364.713,2.317,2.256
1352853347.649,9354700,15113,-11284,1851.383,1423.033,2.275,2.232
1352853347.691,9354700,15065,-11274,1855.713,1297.541,2.312,2.334
1352853347.728,9354700,15036,-11276,1858.59,1232.153,2.349,2.384
1352853347.766,9354700,15019,-11208,1850.442,1281.318,2.234,2.275
1352853347.808,9354700,14959,-11143,1848.05,1297.828,2.245,2.29
1352853347.844,9354700,14915,-11097,1846.251,1321.405,2.249,2.289
1352853347.881,9354700,14848,-11053,1836.262,1354.279,2.336,2.35
1352853347.918,9354700,14802,-10988,1826.906,1435.306,2.261,2.315
1352853347.955,9354700,14725,-10931,1861.742,1599.018,2.393,2.361
1352853347.993,9354700,14669,-10893,1894.914,1578.052,2.396,2.427
1352853348.032,9354700,14652,-10847,1887.101,1510.612,2.345,2.393
1352853348.068,9354700,14642,-10753,1874.899,1573.142,2.246,2.367
1352853348.107,9354700,14586,-10688,1864.912,1590.562,2.326,2.398
1352853348.15,9354700,14614,-10722,1857.296,1275.578,2.393,2.344
1352853348.187,9354700,14621,-10706,1850.024,1144.284,2.319,2.255
1352853348.222,9354700,14620,-10686,1841.249,1105.922,2.26,2.194
1352853348.259,9354700,14611,-10654,1836.076,1085.704,2.119,2.138
1352853348.298,9354700,14598,-10620,1831.413,1093.03,2.065,2.149
1352853348.335,9354700,14558,-10610,1827.524,1004.121,2.117,2.181
1352853348.373,9354700,14506,-10605,1822.468,1022.714,2.275,2.238
1352853348.409,9354700,14455,-10539,1810.279,1145.65,2.228,2.244
1352853348.447,9354700,14425,-10513,1798.494,1085.604,2.308,2.287
1352853348.485,9354700,14396,-10471,1792.487,1097.173,2.3,2.292
1352853348.523,9354700,14379,-10450,1788.221,1081.002,2.302,2.316
1352853348.559,9354700,14365,-10450,1806.655,1059.969,2.337,2.355
1352853348.597,9354700,14327,-10412,1806.609,1089.35,2.376,2.313
1352853348.634,9354700,14298,-10390,1806.609,998.122,2.405,2.382
1352853348.67,9354700,14210,-10333,1800.496,1232.582,2.52,2.385
1352853348.706,9354700,14181,-10304,1795.067,1310.299,2.48,2.373
1352853348.744,9354700,14013,-10100,1776.787,1820.337,2.32,2.097
1352853348.782,9354700,13961,-10046,1763.12,1749.785,2.316,2.141
1352853348.82,9354700,13914,-9993,1764.565,1789.181,2.266,2.143
1352853348.862,9354700,13955,-10039,1765.173,1525.666,2.315,2.211
1352853348.9,9354700,13922,-9997,1765.39,1433.567,2.362,2.249
1352853348.939,9354700,13847,-9884,1761.996,1553.58,2.163,2.149
1352853348.975,9354700,13813,-9811,1759.942,1596.758,2.135,2.14
1352853349.013,9354700,13775,-9705,1782.762,1696.656,2.051,2.075
1352853349.05,9354700,13739,-9648,1810.711,1567.017,2.09,2.092
1352853349.086,9354700,13687,-9602,1807.196,1510.899,2.153,2.157
1352853349.124,9354700,13671,-9548,1798.634,1519.192,2.135,2.148
1352853349.163,9354700,13630,-9496,1789.524,1518.245,2.119,2.162
1352853349.203,9354700,13588,-9440,1776.102,1461.933,2.099,2.171
1352853349.239,9354700,13561,-9404,1762.722,1420.9,2.137,2.168
1352853349.277,9354700,13538,-9370,1745.056,1407.05,2.129,2.173
1352853349.313,9354700,13516,-9341,1764.729,1396.563,2.174,2.2
1352853349.348,9354700,13473,-9254,1805.232,1575.672,2.117,2.185
1352853349.384,9354700,13439,-9175,1827.14,1661.613,2.117,2.169
1352853349.423,9354700,13415,-9085,1884.754,1668.313,2.075,2.127
1352853349.461,9354700,13353,-9098,1872.746,1566.251,2.158,2.137
1352853349.503,9354700,13328,-9134,1855.645,1382.592,2.175,2.195
1352853349.541,9354700,13288,-9082,1838.121,1432.29,2.209,2.157
1352853349.585,9354700,13236,-9028,1821.205,1468.285,2.299,2.175
1352853349.622,9354700,13187,-8986,1814.841,1528.443,2.329,2.216
1352853349.662,9354700,13139,-8908,1841.51,1569.687,2.318,2.295
1352853349.701,9354700,13108,-8841,1853.7,1558.897,2.282,2.341
1352853349.742,9354700,13066,-8798,1843.979,1554.898,2.241,2.29
1352853349.779,9354700,13052,-8732,1834.598,1515.462,2.218,2.273
1352853349.819,9354700,13031,-8688,1823.556,1444.091,2.28,2.251
1352853349.855,9354700,12972,-8634,1811.612,1542.62,2.377,2.355
1352853349.893,9354700,12931,-8610,1794.209,1473.914,2.479,2.446
1352853349.93,9354700,12891,-8587,1793.099,1400.629,2.44,2.465
1352853349.968,9354700,12852,-8551,1793.099,1316.989,2.446,2.576
1352853350.007,9354700,12843,-8516,1847.402,1230.045,2.347,2.453
1352853350.044,9354700,12797,-8470,1891.541,1301.976,2.396,2.39
1352853350.082,9354700,12771,-8416,1930.632,1422.786,2.341,2.287
1352853350.121,9354700,12728,-8372,1927.836,1477.25,2.393,2.329
1352853350.16,9354700,12674,-8354,1921.414,1611.612,2.428,2.388
1352853350.198,9354700,12595,-8301,1911.704,1722.737,2.494,2.432
1352853350.234,9354700,12537,-8268,1900.976,1689.583,2.569,2.486
1352853350.27,9354700,12496,-8250,1882.746,1636.696,2.577,2.525
1352853350.313,9354700,12435,-8206,1867.572,1589.465,2.495,2.538
1352853350.352,9354700,12408,-8150,1850.387,1506.488,2.399,2.47
1352853350.391,9354700,12364,-8110,1841.551,1435.416,2.429,2.463
1352853350.433,9354700,12299,-8067,1842.275,1467.032,2.576,2.572
1352853350.471,9354700,12252,-8028,1840.188,1447.979,2.57,2.576
1352853350.507,9354700,12226,-8001,1837.328,1402.347,2.565,2.588
1352853350.548,9354700,12247,-7973,1889.222,1272.176,2.519,2.57
1352853350.586,9354700,12197,-7929,1889.749,1275.305,2.52,2.528
1352853350.623,9354700,12174,-7904,1891.502,1171.584,2.517,2.496
1352853350.66,9354700,12171,-7897,1888.623,1129.416,2.566,2.52
1352853350.694,9354700,12161,-7879,1883.582,1105.27,2.593,2.549
1352853350.729,9354700,12148,-7845,1877.957,1011.149,2.582,2.561
1352853350.769,9354700,12107,-7820,1878.117,998.034,2.51,2.552
1352853350.807,9354700,12071,-7792,1878.117,954.696,2.552,2.581
1352853350.844,9354700,12043,-7777,1878.117,887.209,2.578,2.688
1352853350.88,9354700,12016,-7761,1878.117,842.751,2.547,2.719
1352853350.917,9354700,11940,-7751,1871.243,1081.525,2.632,2.636
1352853350.955,9354700,11902,-7767,1863.519,1030.722,2.689,2.71
1352853350.993,9354700,11868,-7753,1863.354,1016.904,2.685,2.699
1352853351.034,9354700,11837,-7730,1863.354,987.061,2.693,2.776
1352853351.073,9354700,11800,-7708,1863.354,949.476,2.716,2.763
1352853351.113,9354700,11823,-7505,1878.296,1208.904,2.203,2.347
1352853351.15,9354700,11812,-7433,1893.299,1285.584,2.14,2.196
1352853351.188,9354700,11763,-7327,1891.559,1471.282,2.09,2.086
1352853351.225,9354700,11727,-7274,1886.84,1453.579,2.098,2.056
1352853351.262,9354700,11664,-7221,1882.454,1463.058,2.156,2.05
1352853351.301,9354700,11605,-7183,1875.849,1421.237,2.245,2.106
1352853351.337,9354700,11522,-7133,1863.23,1536.746,2.339,2.148
1352853351.376,9354700,11340,-7133,1845.387,1697.899,2.584,2.419
1352853351.413,9354700,11269,-7099,1840.844,1683.274,2.599,2.528
1352853351.449,9354700,11230,-7058,1832.171,1703.838,2.504,2.494
1352853351.486,9354700,11195,-7019,1824.032,1677.815,2.459,2.509
1352853351.525,9354700,11196,-6962,1815.419,1592.941,2.315,2.404
1352853351.561,9354700,11185,-6923,1807.321,1521.191,2.252,2.33
1352853351.599,9354700,11140,-6869,1800.058,1577.464,2.285,2.343
1352853351.637,9354700,11102,-6821,1798.552,1570.56,2.296,2.341
1352853351.672,9354700,11095,-6769,1796.308,1535.676,2.23,2.277
1352853351.709,9354700,11052,-6730,1783.552,1528.377,2.248,2.313
1352853351.75,9354700,11013,-6689,1769.611,1462.654,2.267,2.294
1352853351.788,9354700,10923,-6655,1760.927,1606.392,2.294,2.325
1352853351.825,9354700,10871,-6622,1752.901,1647.674,2.353,2.336
1352853351.862,9354700,10796,-6604,1735.89,1749.958,2.46,2.393
1352853351.9,9354700,10743,-6598,1717.628,1719.828,2.512,2.405
1352853351.939,9354700,10691,-6535,1702.153,1782.08,2.472,2.384
1352853351.976,9354700,10652,-6483,1701.456,1715.542,2.391,2.386
1352853352.014,9354700,10620,-6432,1701.992,1656.001,2.338,2.39
1352853352.052,9354700,10586,-6373,1702.225,1676.409,2.246,2.355
1352853352.089,9354700,10559,-6306,1701.944,1748.251,2.225,2.299
1352853352.127,9354700,10541,-6252,1699.911,1641.504,2.184,2.282
1352853352.166,9354700,10547,-6210,1697.379,1486.074,2.142,2.236
1352853352.204,9354700,10543,-6189,1695.396,1356.548,2.186,2.206
