time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853295.112,9345500,44279,-18582,1420.899,1223.083,2.955,0.0
1352853295.146,9345500,44277,-18581,1420.899,1223.635,2.962,-0.22
1352853295.182,9345500,44235,-18577,1420.899,1164.364,2.992,2.815
1352853295.221,9345500,44184,-18571,1420.899,1137.007,2.97,2.771
1352853295.258,9345500,44143,-18567,1420.899,1119.718,2.93,2.722
1352853295.294,9345500,44102,-18556,1420.899,1082.707,2.922,2.747
1352853295.331,9345500,44058,-18548,1420.899,1024.163,2.954,3.022
1352853295.373,9345500,44126,-18646,1495.769,604.524,-2.805,2.783
1352853295.409,9345500,44106,-18655,1495.818,611.617,-2.97,2.712
1352853295.447,9345500,44082,-18655,1495.818,636.113,-3.103,2.699
1352853295.484,9345500,44063,-18651,1495.818,613.142,3.119,2.854
1352853295.521,9345500,44040,-18652,1495.818,581.686,3.113,2.836
1352853295.557,9345500,43976,-18623,1488.479,620.355,2.985,2.767
1352853295.594,9345500,43966,-18621,1489.181,560.677,2.833,2.781
1352853295.632,9345500,43795,-18548,1462.42,878.54,2.657,2.658
1352853295.67,9345500,43654,-18524,1450.419,1109.122,2.543,2.552
1352853295.706,9345500,43662,-18483,1449.998,1059.667,2.414,2.444
1352853295.743,9345500,43606,-18462,1448.435,1060.525,2.49,2.473
1352853295.782,9345500,43521,-18440,1444.677,1202.548,2.444,2.459
1352853295.818,9345500,43495,-18418,1445.482,1151.813,2.388,2.48
1352853295.852,9345500,43469,-18395,1445.482,1124.316,2.389,2.535
1352853295.887,9345500,43433,-18370,1442.299,1057.526,2.377,2.536
1352853295.92,9345500,43389,-18344,1438.754,1066.879,2.308,2.452
1352853295.957,9345500,43359,-18326,1431.577,1062.866,2.366,2.464
1352853295.993,9345500,43334,-18305,1431.629,1031.819,2.418,2.501
1352853296.026,9345500,43308,-18276,1431.51,997.653,2.402,2.437
1352853296.062,9345500,43265,-18238,1431.611,1109.547,2.431,2.417
1352853296.102,9345500,43225,-18233,1431.291,1124.627,2.488,2.46
1352853296.138,9345500,43185,-18201,1431.024,1104.987,2.489,2.45
1352853296.174,9345500,43166,-18203,1430.918,1053.614,2.499,2.489
1352853296.211,9345500,43143,-18199,1430.851,980.733,2.537,2.498
1352853296.249,9345500,43069,-18185,1430.705,1056.644,2.612,2.535
1352853296.285,9345500,43047,-18214,1427.232,870.35,2.747,2.744
1352853296.323,9345500,43014,-18162,1452.11,947.943,2.587,2.621
1352853296.359,9345500,42997,-18141,1467.863,922.381,2.593,2.558
1352853296.395,9345500,42948,-18208,1480.771,824.718,3.061,2.997
1352853296.428,9345500,42927,-18179,1478.512,871.593,2.921,2.884
1352853296.464,9345500,42894,-18169,1478.507,816.224,2.936,2.915
1352853296.5,9345500,42801,-18257,1489.019,880.924,-2.911,-2.907
1352853296.535,9345500,42771,-18262,1489.253,846.221,-2.916,-2.939
1352853296.572,9345500,42734,-18273,1489.469,819.638,-2.888,-2.978
1352853296.607,9345500,42708,-18288,1488.128,856.07,-2.906,-2.972
1352853296.644,9345500,42644,-18294,1508.988,881.938,-2.929,-2.962
1352853296.681,9345500,42612,-18279,1505.494,908.959,-3.05,-3.093
1352853296.716,9345500,42568,-18294,1501.169,926.517,-2.956,-3.032
1352853296.752,9345500,42516,-18298,1496.297,959.295,-2.848,-2.892
1352853296.79,9345500,42480,-18359,1487.292,938.979,-2.686,-2.805
1352853296.827,9345500,42441,-18361,1507.676,997.079,-2.739,-2.806
1352853296.866,9345500,42411,-18403,1500.414,1053.851,-2.643,-2.716
1352853296.903,9345500,42359,-18424,1567.403,1152.218,-2.602,-2.722
1352853296.938,9345500,42297,-18426,1576.043,1178.805,-2.683,-2.827
1352853296.975,9345500,42254,-18434,1580.049,1170.59,-2.693,-2.804
1352853297.008,9345500,42195,-18448,1595.437,1236.028,-2.729,-2.808
1352853297.048,9345500,42168,-18446,1595.524,1163.943,-2.774,-2.82
1352853297.083,9345500,42131,-18452,1590.132,1134.696,-2.78,-2.865
1352853297.117,9345500,42104,-18467,1574.028,1136.809,-2.779,-2.897
1352853297.153,9345500,42098,-18471,1561.081,1104.033,-2.811,-2.952
1352853297.189,9345500,42061,-18468,1551.71,991.948,-2.867,-2.965
1352853297.225,9345500,42021,-18484,1542.341,1077.627,-2.919,-2.989
1352853297.261,9345500,41968,-18493,1545.714,1126.171,-2.881,-2.912
1352853297.295,9345500,41956,-18485,1535.084,1040.028,-2.97,-2.991
1352853297.33,9345500,41919,-18461,1532.906,1055.426,-3.052,-3.053
1352853297.364,9345500,41897,-18464,1523.876,1050.518,-3.114,-3.069
1352853297.399,9345500,41831,-18476,1524.04,1113.225,-3.082,-3.055
1352853297.434,9345500,41777,-18479,1522.967,1136.388,-3.06,-3.044
1352853297.468,9345500,41735,-18424,1510.127,1248.204,2.936,3.057
1352853297.505,9345500,41686,-18353,1495.999,1352.264,2.688,2.847
1352853297.542,9345500,41649,-18311,1488.569,1349.864,2.667,2.829
1352853297.581,9345500,41591,-18308,1488.627,1419.748,2.732,2.864
1352853297.616,9345500,41541,-18311,1486.208,1299.839,2.764,2.916
1352853297.65,9345500,41511,-18289,1482.032,1392.508,2.743,2.841
1352853297.686,9345500,41464,-18302,1481.211,1300.282,2.803,2.863
1352853297.721,9345500,41407,-18308,1506.966,1242.372,2.835,2.897
1352853297.757,9345500,41379,-18285,1504.098,1241.143,2.757,2.864
1352853297.792,9345500,41367,-18272,1500.094,1260.944,2.76,2.843
1352853297.825,9345500,41319,-18257,1491.94,1277.012,2.745,2.819
1352853297.858,9345500,41295,-18256,1488.728,1275.746,2.715,2.776
1352853297.891,9345500,41289,-18253,1485.465,1176.513,2.794,2.805
1352853297.925,9345500,41267,-18245,1479.23,1201.096,2.721,2.775
1352853297.958,9345500,41235,-18246,1473.924,1144.551,2.763,2.799
1352853297.991,9345500,41196,-18238,1471.654,1115.454,2.773,2.844
1352853298.026,9345500,41187,-18220,1468.579,1114.776,2.752,2.764
1352853298.061,9345500,41157,-18207,1465.337,1121.63,2.696,2.819
1352853298.095,9345500,41127,-18198,1462.392,1080.74,2.736,2.787
1352853298.13,9345500,41092,-18184,1462.712,1039.49,2.814,2.808
1352853298.165,9345500,41037,-18202,1463.404,1021.941,2.989,2.948
1352853298.2,9345500,41008,-18202,1463.119,1014.888,3.068,3.045
1352853298.234,9345500,40955,-18230,1462.193,1051.333,-3.134,3.107
1352853298.274,9345500,40921,-18236,1461.959,979.426,-3.093,3.108
1352853298.312,9345500,40865,-18289,1465.209,1056.022,-2.797,-2.987
1352853298.346,9345500,40820,-18296,1462.114,1084.754,-2.879,-2.964
1352853298.382,9345500,40724,-18348,1500.459,1276.948,-2.881,-2.905
1352853298.417,9345500,40690,-18380,1498.538,1292.731,-2.837,-2.894
1352853298.45,9345500,40645,-18400,1498.475,1287.487,-2.772,-2.902
1352853298.484,9345500,40576,-18425,1498.835,1322.501,-2.829,-2.856
1352853298.518,9345500,40502,-18443,1497.373,1415.105,-2.826,-2.895
1352853298.551,9345500,40467,-18466,1494.978,1462.346,-2.772,-2.862
1352853298.585,9345500,40429,-18459,1492.452,1359.474,-2.82,-2.896
1352853298.62,9345500,40391,-18454,1489.977,1321.36,-2.855,-2.904
1352853298.656,9345500,40357,-18469,1483.769,1201.304,-2.812,-2.854
1352853298.691,9345500,40321,-18480,1476.954,1146.673,-2.759,-2.777
1352853298.726,9345500,40290,-18500,1476.834,1115.851,-2.778,-2.912
1352853298.761,9345500,40248,-18513,1524.502,1083.387,-2.762,-2.845
1352853298.797,9345500,40214,-18547,1535.223,1106.16,-2.681,-2.724
1352853298.833,9345500,40175,-18575,1539.152,1178.57,-2.687,-2.709
1352853298.87,9345500,40116,-18584,1542.889,1217.938,-2.764,-2.751
1352853298.906,9345500,40046,-18583,1569.562,1270.509,-2.879,-2.83
1352853298.947,9345500,39994,-18582,1584.618,1253.181,-2.871,-2.886
1352853298.984,9345500,39935,-18593,1623.469,1329.403,-2.859,-2.927
1352853299.019,9345500,39898,-18589,1617.142,1349.706,-2.867,-2.941
1352853299.054,9345500,39854,-18603,1616.551,1433.294,-2.825,-2.919
1352853299.09,9345500,39803,-18607,1619.287,1518.467,-2.915,-3.007
1352853299.125,9345500,39760,-18640,1617.359,1584.789,-2.949,-3.0
