time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853359.807,9355900,1706,-620,1132.044,1218.959,2.636,0.0
1352853359.844,9355900,1705,-624,1162.606,1205.892,2.649,2.128
1352853359.883,9355900,1666,-610,1198.17,1238.755,2.684,2.771
1352853359.922,9355900,1624,-588,1211.98,1221.808,2.663,2.771
1352853359.962,9355900,1580,-563,1219.198,1208.709,2.688,2.793
1352853360.001,9355900,1529,-541,1219.297,1191.664,2.745,2.78
1352853360.043,9355900,1439,-523,1237.224,1291.839,2.818,2.864
1352853360.082,9355900,1344,-491,1242.907,1430.305,2.754,2.825
1352853360.122,9355900,1250,-460,1245.264,1491.86,2.776,2.852
1352853360.159,9355900,1161,-439,1293.199,1519.79,2.783,2.894
1352853360.197,9355900,1076,-423,1304.366,1509.847,2.817,2.961
1352853360.236,9355900,991,-421,1304.963,1587.063,2.901,3.017
1352853360.272,9355900,955,-403,1301.553,1573.45,2.872,3.036
1352853360.311,9355900,938,-367,1321.917,1501.696,2.847,2.957
1352853360.349,9355900,910,-339,1335.801,1460.744,2.906,2.953
1352853360.386,9355900,865,-312,1371.494,1385.601,2.831,2.911
1352853360.423,9355900,811,-301,1394.473,1371.62,2.865,2.9
1352853360.466,9355900,747,-287,1398.591,1402.081,2.916,2.957
1352853360.503,9355900,667,-288,1400.061,1507.573,2.95,2.941
1352853360.54,9355900,593,-275,1402.387,1584.846,2.931,2.964
1352853360.579,9355900,534,-270,1394.771,1576.595,2.933,2.998
1352853360.617,9355900,461,-276,1389.837,1640.985,3.02,3.074
1352853360.654,9355900,387,-258,1441.359,1762.306,2.969,3.026
1352853360.69,9355900,339,-248,1467.421,1726.622,2.977,3.003
1352853360.727,9355900,271,-203,1486.349,1776.988,2.81,2.854
1352853360.764,9355900,234,-173,1494.138,1651.511,2.798,2.852
1352853360.8,9355900,218,-143,1495.654,1518.79,2.731,2.829
1352853360.839,9355900,188,-105,1491.445,1442.573,2.732,2.835
1352853360.876,9355900,189,-85,1486.644,1211.189,2.724,2.834
1352853360.913,9355900,136,-54,1477.099,1209.483,2.677,2.827
1352853360.951,9355900,96,-40,1467.641,1111.238,2.719,2.813
1352853360.987,9355900,28,-5,1489.733,1120.257,2.713,2.799
1352853361.023,9355900,-52,18,1507.659,1190.783,2.704,2.796
1352853361.06,9355900,-113,52,1497.91,1226.269,2.727,2.817
1352853361.095,9355900,-171,81,1493.987,1211.463,2.695,2.77
