time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853281.152,9344100,7776,2418,1347.684,852.401,-1.176,0.0
1352853281.188,9344100,7779,2418,1347.684,864.105,-1.189,2.292
1352853281.223,9344100,7778,2404,1347.684,903.594,-1.378,-1.951
1352853281.256,9344100,7753,2320,1340.613,972.855,-1.656,-1.948
1352853281.29,9344100,7733,2251,1329.487,1036.766,-1.754,-1.916
1352853281.324,9344100,7705,2186,1324.145,1056.799,-1.839,-1.951
1352853281.36,9344100,7687,2123,1319.648,1110.932,-1.898,-1.944
1352853281.397,9344100,7695,2001,1380.359,1309.009,-1.824,-1.913
1352853281.433,9344100,7671,1961,1375.761,1283.155,-1.924,-1.947
1352853281.469,9344100,7664,1898,1379.105,1258.416,-1.892,-1.948
1352853281.505,9344100,7656,1831,1378.142,1303.161,-1.866,-1.942
1352853281.542,9344100,7641,1775,1377.549,1341.233,-1.903,-1.98
1352853281.579,9344100,7668,1725,1380.414,1339.504,-1.797,-1.926
1352853281.614,9344100,7674,1674,1381.289,1341.205,-1.742,-1.905
1352853281.649,9344100,7674,1609,1383.192,1340.897,-1.785,-1.888
1352853281.684,9344100,7692,1550,1383.183,1368.366,-1.677,-1.819
1352853281.719,9344100,7702,1498,1400.027,1366.881,-1.641,-1.744
1352853281.755,9344100,7732,1461,1414.758,1309.253,-1.582,-1.65
1352853281.791,9344100,7746,1435,1441.002,1314.973,-1.561,-1.64
1352853281.828,9344100,7772,1404,1458.947,1385.254,-1.571,-1.604
1352853281.867,9344100,7756,1310,1457.151,1398.56,-1.613,-1.648
1352853281.903,9344100,7770,1271,1456.014,1364.613,-1.588,-1.631
1352853281.937,9344100,7788,1241,1452.787,1299.365,-1.584,-1.592
1352853281.972,9344100,7777,1186,1450.825,1271.393,-1.601,-1.623
1352853282.009,9344100,7771,1140,1447.659,1247.178,-1.628,-1.63
1352853282.044,9344100,7781,1112,1447.343,1170.901,-1.569,-1.591
1352853282.08,9344100,7805,1075,1446.487,1057.103,-1.487,-1.552
1352853282.118,9344100,7809,1038,1484.622,1024.977,-1.466,-1.504
1352853282.153,9344100,7817,938,1555.117,1060.803,-1.418,-1.473
1352853282.187,9344100,7837,913,1572.569,1064.633,-1.404,-1.431
1352853282.223,9344100,7858,892,1584.847,1071.197,-1.407,-1.394
1352853282.258,9344100,7864,901,1580.438,1002.684,-1.41,-1.392
1352853282.293,9344100,7856,890,1574.708,984.472,-1.396,-1.391
1352853282.328,9344100,7864,821,1580.321,1082.938,-1.464,-1.435
1352853282.366,9344100,7883,800,1578.141,1085.699,-1.334,-1.359
1352853282.399,9344100,7903,772,1582.787,1100.732,-1.301,-1.327
1352853282.434,9344100,7918,745,1582.464,1113.1,-1.273,-1.3
1352853282.468,9344100,7932,724,1581.092,1092.904,-1.246,-1.31
1352853282.503,9344100,7939,666,1582.456,1029.994,-1.344,-1.36
1352853282.538,9344100,7965,633,1580.857,997.521,-1.32,-1.276
1352853282.572,9344100,7962,607,1599.708,979.166,-1.324,-1.277
1352853282.608,9344100,7979,579,1611.624,1003.21,-1.314,-1.321
1352853282.643,9344100,7980,539,1617.49,1027.76,-1.323,-1.343
1352853282.68,9344100,7998,489,1618.757,1008.575,-1.3,-1.332
1352853282.717,9344100,8012,467,1607.757,980.28,-1.295,-1.29
1352853282.753,9344100,8014,448,1597.841,917.279,-1.321,-1.3
1352853282.788,9344100,8035,428,1593.915,830.42,-1.236,-1.294
1352853282.829,9344100,8065,338,1605.101,852.151,-1.314,-1.267
1352853282.865,9344100,8060,269,1608.121,833.619,-1.306,-1.272
