time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853296.102,9345600,41301,-18466,1554.571,1462.565,3.022,0.0
1352853296.138,9345600,41304,-18469,1552.601,1469.714,3.016,3.107
1352853296.174,9345600,41272,-18460,1546.19,1393.006,2.933,2.86
1352853296.211,9345600,41252,-18450,1539.823,1277.33,2.864,2.876
1352853296.249,9345600,41265,-18456,1532.464,1135.121,2.756,2.864
1352853296.285,9345600,41257,-18567,1528.425,1176.229,-2.888,-3.003
1352853296.323,9345600,41222,-18577,1528.352,1088.68,-2.915,-3.04
1352853296.359,9345600,41191,-18587,1528.352,1047.818,-2.915,-3.135
1352853296.395,9345600,41161,-18593,1528.352,1016.591,-2.906,-3.103
1352853296.428,9345600,41172,-18364,1514.678,1274.384,2.612,2.729
1352853296.464,9345600,41130,-18343,1514.405,1218.204,2.604,2.762
1352853296.5,9345600,41057,-18513,1506.462,1475.316,-3.076,-2.966
1352853296.535,9345600,41008,-18512,1506.531,1372.53,-3.082,-3.05
1352853296.572,9345600,40954,-18516,1506.531,1359.226,-3.109,3.097
1352853296.607,9345600,40908,-18539,1492.104,1369.219,-3.055,-3.141
1352853296.644,9345600,40859,-18551,1491.962,1309.556,-3.028,-3.065
1352853296.681,9345600,40822,-18578,1484.015,1268.062,-2.819,-2.913
1352853296.716,9345600,40752,-18636,1472.656,1345.719,-2.77,-2.853
1352853296.752,9345600,40721,-18650,1459.324,1306.63,-2.848,-2.838
1352853296.79,9345600,40710,-18636,1450.441,1128.472,-2.803,-2.904
1352853296.827,9345600,40679,-18630,1442.45,1099.897,-2.824,-2.991
1352853296.866,9345600,40631,-18625,1433.766,1053.905,-2.927,-3.049
1352853296.903,9345600,40571,-18607,1423.515,1115.904,-3.119,3.117
1352853296.938,9345600,40519,-18614,1418.36,1121.851,-3.099,-3.116
1352853296.975,9345600,40490,-18619,1418.172,1096.625,-3.101,-3.105
1352853297.008,9345600,40403,-18631,1405.145,1240.559,-3.011,-3.027
1352853297.048,9345600,40333,-18633,1395.865,1262.738,-3.101,-3.081
1352853297.083,9345600,40281,-18635,1388.388,1248.254,-3.048,-3.098
1352853297.117,9345600,40241,-18632,1380.741,1227.222,-3.069,-3.098
1352853297.153,9345600,40193,-18635,1380.331,1242.148,-3.059,-3.07
1352853297.189,9345600,40144,-18619,1370.112,1216.074,-3.11,-3.139
1352853297.225,9345600,40125,-18593,1358.109,1131.68,2.978,3.048
1352853297.261,9345600,40100,-18557,1346.69,1078.231,2.88,2.923
1352853297.295,9345600,40054,-18571,1334.063,989.725,2.886,2.926
1352853297.33,9345600,40010,-18551,1325.441,954.344,2.784,2.808
1352853297.364,9345600,39972,-18534,1313.924,915.078,2.683,2.803
1352853297.399,9345600,39932,-18512,1308.75,935.43,2.661,2.765
1352853297.434,9345600,39902,-18500,1305.456,854.364,2.659,2.708
1352853297.468,9345600,39847,-18482,1298.343,881.391,2.67,2.68
1352853297.505,9345600,39804,-18464,1293.877,904.54,2.572,2.675
1352853297.542,9345600,39775,-18464,1288.318,853.596,2.547,2.631
1352853297.581,9345600,39741,-18477,1290.758,856.172,2.645,2.6
1352853297.616,9345600,39699,-18485,1295.556,861.785,2.603,2.606
1352853297.65,9345600,39652,-18488,1302.955,954.107,2.672,2.691
1352853297.686,9345600,39602,-18483,1304.7,990.495,2.7,2.711
1352853297.721,9345600,39552,-18507,1317.028,967.738,2.73,2.763
1352853297.757,9345600,39507,-18508,1317.912,968.533,2.741,2.837
1352853297.792,9345600,39466,-18504,1317.812,1009.008,2.834,2.918
1352853297.825,9345600,39410,-18496,1316.892,1049.346,2.794,2.885
1352853297.858,9345600,39364,-18476,1313.69,1128.562,2.797,2.841
1352853297.891,9345600,39325,-18470,1309.455,1119.472,2.794,2.868
1352853297.925,9345600,39271,-18478,1308.004,1189.276,2.777,2.904
1352853297.958,9345600,39214,-18490,1306.081,1351.367,2.823,2.907
1352853297.991,9345600,39132,-18502,1303.191,1530.116,2.826,2.938
1352853298.026,9345600,39070,-18507,1300.365,1567.534,2.849,3.008
1352853298.061,9345600,38991,-18523,1296.689,1535.165,2.949,3.053
1352853298.095,9345600,38925,-18541,1293.091,1601.098,3.009,3.054
1352853298.13,9345600,38865,-18542,1289.525,1597.089,3.048,3.067
1352853298.165,9345600,38798,-18518,1285.795,1625.316,2.985,2.985
1352853298.2,9345600,38717,-18538,1293.394,1741.227,3.105,3.077
1352853298.234,9345600,38623,-18561,1300.07,1758.279,-3.14,3.104
1352853298.274,9345600,38536,-18544,1321.7,1908.081,3.083,3.085
1352853298.312,9345600,38445,-18535,1327.281,1916.149,3.106,3.099
1352853298.346,9345600,38354,-18513,1343.169,2060.177,3.057,3.068
1352853298.382,9345600,38278,-18467,1348.428,2154.212,3.021,2.999
1352853298.417,9345600,38278,-18572,1374.585,1929.748,-3.127,3.07
1352853298.45,9345600,38221,-18578,1378.084,1888.895,3.113,3.088
1352853298.484,9345600,38172,-18594,1389.43,1862.687,3.129,-3.137
1352853298.518,9345600,38139,-18587,1398.396,1849.42,3.119,-3.13
1352853298.551,9345600,38109,-18566,1404.778,1872.073,3.092,3.124
1352853298.585,9345600,38064,-18552,1405.241,1870.662,3.074,3.105
1352853298.62,9345600,37998,-18542,1405.441,1887.617,3.027,3.081
1352853298.656,9345600,37937,-18532,1412.531,1895.622,2.945,3.008
1352853298.691,9345600,37878,-18532,1415.867,1880.957,2.909,2.944
1352853298.726,9345600,37810,-18526,1415.874,1902.057,2.872,2.951
1352853298.761,9345600,37759,-18521,1416.201,1908.452,2.805,2.878
1352853298.797,9345600,37681,-18503,1416.452,1966.298,2.773,2.817
1352853298.833,9345600,37600,-18500,1416.291,1982.937,2.793,2.812
1352853298.87,9345600,37516,-18480,1415.535,2032.634,2.833,2.818
1352853298.906,9345600,37460,-18469,1434.753,2054.744,2.823,2.813
1352853298.947,9345600,37412,-18441,1451.99,1961.04,2.827,2.768
1352853298.984,9345600,37351,-18431,1448.667,1844.493,2.804,2.791
1352853299.019,9345600,37317,-18436,1445.909,1735.599,2.811,2.786
1352853299.054,9345600,37258,-18445,1441.471,1752.947,2.847,2.85
1352853299.09,9345600,37184,-18443,1438.453,1766.503,2.936,2.91
1352853299.125,9345600,37142,-18470,1427.939,1732.713,2.965,2.942
1352853299.16,9345600,37111,-18480,1419.006,1660.233,2.964,2.925
1352853299.195,9345600,37050,-18512,1413.722,1749.006,3.054,3.049
1352853299.23,9345600,37033,-18536,1408.398,1602.498,-3.115,3.075
1352853299.266,9345600,36941,-18566,1406.925,1647.247,-3.068,3.124
1352853299.301,9345600,36889,-18583,1405.179,1571.629,-3.039,-3.047
1352853299.335,9345600,36828,-18569,1397.572,1642.63,-3.109,-3.061
1352853299.371,9345600,36813,-18562,1394.462,1550.65,-3.107,-3.029
1352853299.405,9345600,36761,-18549,1407.42,1594.915,3.086,-3.041
1352853299.442,9345600,36709,-18546,1410.748,1550.056,3.09,-3.108
1352853299.477,9345600,36656,-18506,1442.205,1541.371,2.996,3.107
1352853299.511,9345600,36617,-18503,1454.615,1477.944,3.057,3.096
1352853299.546,9345600,36570,-18474,1444.57,1433.432,2.992,3.019
1352853299.58,9345600,36508,-18473,1430.087,1403.449,2.959,2.988
1352853299.615,9345600,36490,-18458,1413.496,1217.695,2.894,2.911
1352853299.652,9345600,36439,-18430,1405.142,1238.751,2.86,2.881
1352853299.689,9345600,36405,-18409,1397.613,1227.014,2.792,2.811
1352853299.726,9345600,36370,-18401,1403.41,1172.384,2.772,2.799
1352853299.763,9345600,36346,-18393,1406.819,1109.594,2.803,2.843
1352853299.802,9345600,36295,-18400,1435.827,1121.02,2.91,2.88
1352853299.839,9345600,36274,-18427,1457.187,1027.197,3.093,3.076
1352853299.876,9345600,36243,-18448,1506.803,954.354,-3.086,-3.112
1352853299.913,9345600,36212,-18478,1503.653,897.422,-2.918,-3.003
1352853299.95,9345600,36183,-18530,1498.288,899.04,-2.773,-2.836
1352853299.986,9345600,36109,-18493,1497.787,1006.731,-2.777,-2.872
1352853300.022,9345600,36057,-18474,1496.372,1044.351,-2.901,-2.913
1352853300.058,9345600,35982,-18468,1490.923,1096.086,-3.026,-2.966
1352853300.094,9345600,35937,-18491,1481.488,1085.512,-3.047,-3.011
