time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853304.59,9350400,41751,-18300,1501.821,738.691,-3.094,0.0
1352853304.629,9350400,41751,-18299,1497.683,739.706,-3.063,1.257
1352853304.666,9350400,41720,-18304,1494.572,801.239,3.115,3.026
1352853304.702,9350400,41700,-18302,1489.506,760.845,-3.046,-3.077
1352853304.744,9350400,41663,-18303,1485.683,773.781,-2.926,-2.994
1352853304.782,9350400,41637,-18309,1485.673,768.233,-2.955,-3.055
1352853304.819,9350400,41628,-18314,1485.639,725.854,-2.954,-3.025
1352853304.857,9350400,41609,-18294,1483.145,712.989,-3.066,-3.097
1352853304.895,9350400,41589,-18278,1480.004,737.612,-2.999,-3.023
1352853304.932,9350400,41539,-18274,1537.881,839.193,-2.983,-3.001
1352853304.969,9350400,41503,-18253,1592.05,870.307,-3.088,-3.093
1352853305.005,9350400,41466,-18255,1593.987,901.132,-3.082,-3.088
1352853305.042,9350400,41393,-18196,1600.177,1021.035,3.075,3.032
1352853305.078,9350400,41318,-18179,1601.762,1090.14,3.037,3.049
1352853305.115,9350400,41267,-18167,1602.345,1060.264,3.018,3.087
1352853305.151,9350400,41221,-18175,1597.841,1106.802,3.079,-3.128
1352853305.187,9350400,41156,-18214,1593.551,1151.411,-3.061,-3.007
1352853305.222,9350400,41140,-18172,1588.236,1102.356,3.14,-3.113
1352853305.257,9350400,41105,-18150,1578.361,1060.329,-3.105,-3.084
1352853305.293,9350400,41070,-18188,1568.519,1070.568,-2.818,-2.917
1352853305.327,9350400,41004,-18194,1584.442,1167.89,-2.862,-2.954
1352853305.363,9350400,40959,-18216,1582.006,1208.079,-2.778,-2.895
1352853305.401,9350400,40899,-18229,1604.986,1250.955,-2.916,-2.948
1352853305.438,9350400,40884,-18230,1595.784,1114.413,-2.798,-2.85
1352853305.478,9350400,40818,-18215,1603.642,1173.951,-3.014,-3.05
1352853305.515,9350400,40812,-18185,1597.372,1103.204,-3.064,-3.068
1352853305.553,9350400,40767,-18216,1588.044,1079.564,-2.918,-2.903
1352853305.588,9350400,40705,-18231,1597.516,1167.977,-2.93,-2.868
1352853305.628,9350400,40638,-18238,1599.511,1208.558,-2.898,-2.867
1352853305.663,9350400,40593,-18249,1599.967,1232.168,-2.841,-2.915
1352853305.702,9350400,40542,-18218,1591.155,1221.859,-2.936,-2.964
1352853305.738,9350400,40487,-18232,1604.096,1234.153,-2.847,-2.924
1352853305.775,9350400,40425,-18231,1636.403,1294.602,-2.899,-2.959
1352853305.811,9350400,40351,-18222,1635.079,1327.188,-2.973,-2.984
1352853305.849,9350400,40317,-18221,1630.312,1249.269,-2.949,-2.963
1352853305.888,9350400,40282,-18241,1628.008,1313.719,-2.889,-2.896
1352853305.926,9350400,40222,-18263,1626.387,1388.782,-2.785,-2.827
1352853305.963,9350400,40185,-18279,1626.333,1289.961,-2.789,-2.885
1352853306.003,9350400,40134,-18288,1621.228,1364.174,-2.782,-2.842
1352853306.041,9350400,40084,-18280,1618.284,1346.748,-2.846,-2.91
1352853306.078,9350400,40038,-18296,1615.385,1325.668,-2.805,-2.868
1352853306.114,9350400,39986,-18295,1613.822,1233.875,-2.839,-2.909
1352853306.151,9350400,39936,-18300,1611.405,1281.035,-2.895,-2.935
1352853306.191,9350400,39904,-18266,1603.397,1211.22,3.084,-3.133
1352853306.234,9350400,39850,-18259,1601.338,1214.029,3.013,3.078
1352853306.274,9350400,39797,-18241,1596.966,1248.106,3.039,3.112
1352853306.313,9350400,39754,-18221,1592.716,1304.564,2.955,3.03
1352853306.352,9350400,39708,-18192,1585.696,1232.189,2.885,3.012
1352853306.389,9350400,39645,-18179,1586.853,1268.186,2.908,3.008
1352853306.428,9350400,39588,-18156,1596.509,1293.237,2.924,2.984
1352853306.465,9350400,39517,-18142,1654.734,1286.358,2.938,2.976
1352853306.505,9350400,39448,-18140,1676.612,1257.531,2.943,2.964
1352853306.541,9350400,39393,-18144,1682.981,1275.573,2.959,2.944
1352853306.577,9350400,39345,-18157,1722.575,1243.914,2.99,2.961
1352853306.618,9350400,39303,-18157,1722.157,1232.685,3.008,2.976
1352853306.658,9350400,39272,-18150,1721.307,1144.918,2.977,2.961
1352853306.697,9350400,39226,-18150,1715.514,1226.437,3.003,2.993
1352853306.733,9350400,39192,-18150,1708.439,1222.609,2.989,2.975
1352853306.769,9350400,39149,-18127,1703.287,1249.316,2.936,2.963
1352853306.807,9350400,39122,-18113,1694.654,1165.224,2.978,3.041
1352853306.844,9350400,39071,-18099,1690.963,1207.603,2.85,2.967
1352853306.881,9350400,39024,-18097,1688.723,1238.376,2.909,3.009
1352853306.92,9350400,38966,-18101,1686.871,1314.367,2.973,2.939
1352853306.962,9350400,38906,-18096,1685.736,1336.297,2.928,2.956
1352853306.998,9350400,38831,-18078,1698.15,1467.116,2.849,2.919
1352853307.035,9350400,38765,-18097,1697.673,1467.691,2.918,2.985
1352853307.071,9350400,38716,-18089,1698.779,1521.597,2.853,2.904
1352853307.106,9350400,38654,-18059,1703.168,1567.386,2.829,2.885
1352853307.144,9350400,38597,-18050,1703.484,1589.906,2.852,2.897
1352853307.18,9350400,38559,-18044,1733.964,1541.574,2.813,2.868
1352853307.218,9350400,38504,-18039,1735.727,1526.679,2.843,2.893
1352853307.256,9350400,38448,-18047,1734.009,1498.563,2.971,2.953
1352853307.294,9350400,38364,-18058,1730.184,1526.053,3.043,3.053
1352853307.331,9350400,38319,-18068,1725.767,1547.459,3.11,3.079
1352853307.366,9350400,38268,-18092,1721.464,1549.598,-3.137,3.133
1352853307.401,9350400,38230,-18113,1715.598,1485.409,-3.098,-3.1
1352853307.439,9350400,38178,-18155,1710.187,1582.265,-2.913,-2.956
1352853307.473,9350400,38114,-18188,1705.281,1715.279,-2.857,-2.922
1352853307.509,9350400,38062,-18206,1702.049,1716.253,-2.848,-2.881
1352853307.543,9350400,38009,-18227,1698.903,1577.375,-2.82,-2.89
1352853307.58,9350400,37971,-18240,1697.991,1463.137,-2.835,-2.927
1352853307.618,9350400,37931,-18240,1713.185,1473.171,-2.873,-2.943
1352853307.653,9350400,37879,-18240,1723.983,1524.607,-2.967,-2.982
1352853307.693,9350400,37841,-18219,1725.67,1419.625,-3.054,-3.035
