time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853217.757,9333701,15927,-11612,1713.679,1001.854,2.69,0.0
1352853217.792,9333701,15927,-11611,1698.054,995.437,2.691,2.953
1352853217.827,9333701,15893,-11592,1690.951,1006.141,2.713,2.689
1352853217.863,9333701,15871,-11581,1767.506,924.061,2.779,2.859
1352853217.901,9333701,15825,-11568,1767.221,932.752,2.815,2.877
1352853217.939,9333701,15793,-11562,1751.852,904.228,2.813,2.868
1352853217.973,9333701,15764,-11550,1737.021,990.982,2.853,2.823
1352853218.009,9333701,15708,-11520,1735.769,1031.208,2.805,2.798
1352853218.047,9333701,15655,-11492,1734.491,1123.146,2.745,2.778
1352853218.081,9333701,15610,-11467,1732.607,1130.603,2.751,2.768
1352853218.116,9333701,15567,-11439,1719.939,1122.156,2.755,2.736
1352853218.153,9333701,15523,-11394,1713.242,1149.644,2.702,2.789
1352853218.188,9333701,15514,-11355,1699.296,1197.25,2.644,2.72
1352853218.223,9333701,15514,-11315,1685.208,1114.897,2.546,2.653
1352853218.263,9333701,15467,-11259,1675.497,1142.197,2.521,2.616
1352853218.299,9333701,15431,-11215,1661.663,1150.055,2.537,2.646
1352853218.335,9333701,15396,-11189,1694.781,1095.704,2.518,2.6
1352853218.373,9333701,15378,-11177,1720.88,1090.868,2.492,2.586
1352853218.409,9333701,15330,-11141,1716.447,1119.027,2.503,2.585
1352853218.444,9333701,15304,-11122,1702.958,1133.191,2.514,2.594
1352853218.48,9333701,15286,-11104,1688.886,1123.184,2.437,2.61
1352853218.517,9333701,15263,-11056,1670.896,1098.339,2.355,2.568
1352853218.552,9333701,15253,-11028,1653.063,1123.343,2.34,2.505
1352853218.586,9333701,15222,-10989,1646.268,1171.756,2.378,2.452
1352853218.624,9333701,15192,-10951,1641.494,1170.412,2.337,2.45
1352853218.66,9333701,15151,-10907,1626.867,1189.873,2.295,2.416
1352853218.696,9333701,15102,-10883,1655.454,1167.274,2.343,2.479
1352853218.73,9333701,15063,-10863,1676.994,1188.415,2.415,2.504
1352853218.767,9333701,15038,-10818,1667.644,1242.429,2.376,2.493
1352853218.803,9333701,15007,-10789,1656.489,1277.433,2.392,2.53
1352853218.838,9333701,14967,-10747,1643.511,1252.381,2.41,2.51
1352853218.873,9333701,14949,-10717,1631.548,1215.454,2.486,2.486
1352853218.908,9333701,14921,-10715,1627.115,1225.18,2.538,2.507
1352853218.943,9333701,14898,-10715,1623.396,1208.892,2.568,2.555
1352853218.982,9333701,14842,-10682,1618.255,1323.961,2.576,2.547
1352853219.017,9333701,14796,-10657,1613.503,1386.77,2.55,2.592
1352853219.055,9333701,14769,-10636,1610.939,1349.863,2.574,2.587
1352853219.092,9333701,14732,-10591,1608.662,1324.389,2.558,2.575
1352853219.128,9333701,14710,-10539,1606.943,1289.395,2.525,2.546
1352853219.162,9333701,14717,-10510,1602.161,1174.408,2.518,2.581
1352853219.197,9333701,14682,-10463,1592.337,1227.182,2.445,2.484
1352853219.234,9333701,14640,-10393,1584.306,1278.318,2.361,2.43
1352853219.269,9333701,14607,-10343,1576.424,1320.476,2.321,2.387
