time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853313.898,9351300,45601,-20047,1787.521,1050.956,-2.704,0.0
1352853313.936,9351300,45600,-20047,1782.936,1057.532,-2.694,0.429
1352853313.975,9351300,45564,-20063,1777.946,1023.97,-2.787,-2.568
1352853314.012,9351300,45530,-20084,1771.663,1038.303,-2.665,-2.596
1352853314.047,9351300,45502,-20121,1765.896,1135.002,-2.547,-2.547
1352853314.085,9351300,45467,-20149,1765.724,1052.824,-2.558,-2.553
1352853314.122,9351300,45411,-20195,1758.097,1166.728,-2.542,-2.504
1352853314.16,9351300,45345,-20249,1750.85,1258.758,-2.524,-2.561
1352853314.201,9351300,45269,-20290,1746.361,1317.614,-2.531,-2.559
1352853314.239,9351300,45231,-20310,1741.491,1269.236,-2.533,-2.565
1352853314.275,9351300,45201,-20344,1738.132,1258.184,-2.474,-2.53
1352853314.311,9351300,45168,-20364,1735.984,1206.476,-2.386,-2.524
1352853314.347,9351300,45138,-20377,1732.994,1094.916,-2.468,-2.511
1352853314.383,9351300,45100,-20388,1729.339,1038.996,-2.481,-2.539
1352853314.422,9351300,45071,-20410,1726.532,1056.527,-2.462,-2.521
1352853314.458,9351300,45030,-20428,1724.128,1065.328,-2.505,-2.513
1352853314.494,9351300,44996,-20437,1739.687,1061.136,-2.582,-2.581
1352853314.532,9351300,44926,-20454,1736.344,1100.611,-2.556,-2.613
1352853314.57,9351300,44851,-20451,1723.6,1089.156,-2.652,-2.688
1352853314.606,9351300,44798,-20459,1717.666,1124.033,-2.691,-2.708
1352853314.643,9351300,44760,-20467,1711.684,1138.823,-2.723,-2.71
1352853314.68,9351300,44729,-20477,1698.206,1069.083,-2.741,-2.781
1352853314.716,9351300,44693,-20476,1691.535,1029.123,-2.764,-2.741
1352853314.754,9351300,44652,-20491,1681.091,961.902,-2.738,-2.733
1352853314.792,9351300,44622,-20501,1679.312,929.111,-2.759,-2.776
1352853314.829,9351300,44582,-20511,1677.253,949.426,-2.798,-2.761
1352853314.866,9351300,44550,-20517,1668.767,984.278,-2.76,-2.807
1352853314.907,9351300,44496,-20521,1698.562,971.677,-2.832,-2.802
