time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853222.082,9334200,-17027,12231,1409.382,1257.363,-2.175,0.0
1352853222.119,9334200,-17028,12228,1500.367,1254.44,-2.158,2.127
1352853222.156,9334200,-17067,12191,1512.609,1219.951,-2.225,-2.171
1352853222.19,9334200,-17100,12157,1611.733,1187.537,-2.269,-2.154
1352853222.223,9334200,-17120,12120,1618.189,1161.606,-2.149,-2.089
1352853222.257,9334200,-17126,12086,1547.091,1192.005,-1.953,-1.954
1352853222.292,9334200,-17128,12041,1535.754,1232.016,-1.801,-1.781
1352853222.329,9334200,-17120,11973,1585.91,1307.157,-1.653,-1.625
1352853222.367,9334200,-17122,11910,1576.395,1349.526,-1.546,-1.53
1352853222.4,9334200,-17116,11866,1566.819,1328.613,-1.491,-1.488
1352853222.435,9334200,-17134,11802,1595.975,1355.428,-1.572,-1.539
1352853222.469,9334200,-17150,11747,1603.057,1296.556,-1.64,-1.562
1352853222.503,9334200,-17160,11687,1603.965,1272.387,-1.672,-1.544
1352853222.538,9334200,-17173,11639,1602.007,1336.816,-1.62,-1.56
1352853222.573,9334200,-17188,11596,1567.533,1358.121,-1.658,-1.608
1352853222.609,9334200,-17208,11521,1491.427,1461.761,-1.674,-1.683
1352853222.642,9334200,-17230,11469,1448.582,1431.485,-1.796,-1.735
1352853222.679,9334200,-17268,11428,1490.425,1357.973,-1.88,-1.73
1352853222.715,9334200,-17313,11385,1512.258,1349.782,-1.864,-1.77
1352853222.749,9334200,-17344,11343,1536.421,1348.023,-1.926,-1.852
1352853222.784,9334200,-17373,11294,1410.195,1315.015,-1.904,-1.862
1352853222.818,9334200,-17410,11256,1422.886,1348.897,-1.991,-1.931
1352853222.853,9334200,-17459,11227,1365.273,1371.676,-2.034,-1.977
1352853222.89,9334200,-17498,11192,1355.221,1402.304,-2.032,-2.016
1352853222.925,9334200,-17602,11149,1482.083,1571.006,-2.201,-2.182
1352853222.962,9334200,-17675,11103,1510.162,1573.957,-2.249,-2.234
1352853222.997,9334200,-17721,11071,1554.908,1614.769,-2.256,-2.265
1352853223.031,9334200,-17783,11034,1562.929,1661.75,-2.305,-2.274
1352853223.067,9334200,-17849,10995,1558.189,1788.092,-2.321,-2.329
1352853223.103,9334200,-17916,10954,1469.33,1789.663,-2.334,-2.352
1352853223.141,9334200,-17981,10890,1415.006,1888.349,-2.331,-2.348
1352853223.178,9334200,-18038,10834,1408.777,1871.712,-2.362,-2.359
1352853223.212,9334200,-18097,10794,1468.728,1924.431,-2.406,-2.417
1352853223.248,9334200,-18175,10746,1560.313,1961.619,-2.427,-2.451
1352853223.284,9334200,-18227,10683,1620.277,1957.988,-2.45,-2.51
1352853223.323,9334200,-18281,10648,1693.773,1921.521,-2.462,-2.496
1352853223.358,9334200,-18332,10600,1701.547,1945.212,-2.394,-2.484
1352853223.393,9334200,-18367,10568,1686.682,1922.277,-2.418,-2.542
1352853223.429,9334200,-18428,10526,1630.32,1932.75,-2.485,-2.545
1352853223.464,9334200,-18472,10482,1592.756,1918.692,-2.462,-2.521
1352853223.498,9334200,-18505,10449,1585.214,1796.613,-2.504,-2.526
1352853223.531,9334200,-18525,10430,1584.278,1653.829,-2.439,-2.467
1352853223.566,9334200,-18554,10386,1587.676,1632.094,-2.389,-2.46
1352853223.6,9334200,-18591,10340,1578.275,1677.922,-2.401,-2.425
1352853223.635,9334200,-18650,10267,1466.318,1807.79,-2.406,-2.373
1352853223.67,9334200,-18689,10204,1539.481,1907.796,-2.344,-2.326
1352853223.703,9334200,-18741,10157,1539.169,1926.002,-2.299,-2.296
1352853223.739,9334200,-18752,10134,1540.991,1778.443,-2.281,-2.328
1352853223.775,9334200,-18765,10114,1544.193,1636.786,-2.279,-2.344
1352853223.811,9334200,-18790,10079,1624.795,1496.279,-2.205,-2.34
1352853223.846,9334200,-18815,10028,1550.288,1458.798,-2.217,-2.306
1352853223.881,9334200,-18840,9961,1515.383,1463.104,-2.22,-2.285
1352853223.918,9334200,-18885,9899,1603.735,1474.039,-2.319,-2.3
1352853223.954,9334200,-18908,9865,1607.238,1460.523,-2.282,-2.29
1352853223.991,9334200,-18955,9790,1494.018,1591.972,-2.158,-2.173
1352853224.031,9334200,-19004,9695,1451.043,1701.446,-2.143,-2.111
1352853224.069,9334200,-19049,9663,1555.769,1616.135,-2.136,-2.099
1352853224.104,9334200,-19105,9620,1555.183,1621.402,-2.098,-2.071
1352853224.14,9334200,-19156,9586,1547.763,1543.05,-2.156,-2.079
1352853224.177,9334200,-19215,9574,1542.292,1438.548,-2.187,-2.145
1352853224.212,9334200,-19256,9555,1514.978,1330.5,-2.207,-2.161
1352853224.248,9334200,-19301,9509,1490.239,1295.603,-2.195,-2.198
1352853224.284,9334200,-19330,9479,1484.69,1317.003,-2.11,-2.151
1352853224.321,9334200,-19389,9424,1606.227,1332.809,-2.114,-2.138
1352853224.354,9334200,-19431,9375,1628.293,1313.476,-2.109,-2.144
1352853224.389,9334200,-19460,9317,1630.805,1291.603,-2.123,-2.143
1352853224.424,9334200,-19518,9248,1488.762,1240.063,-2.163,-2.151
1352853224.46,9334200,-19564,9201,1448.954,1178.04,-2.246,-2.193
1352853224.497,9334200,-19620,9149,1553.445,1165.06,-2.312,-2.265
1352853224.535,9334200,-19669,9100,1556.592,1191.776,-2.362,-2.326
