time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853188.708,9330600,-9670,7396,1230.397,1095.896,2.322,2.357
1352853188.742,9330600,-9671,7410,1229.642,903.133,2.269,2.25
1352853188.777,9330600,-9704,7449,1331.489,949.009,2.302,2.309
1352853188.813,9330600,-9727,7479,1356.019,906.588,2.287,2.278
1352853188.847,9330600,-9753,7519,1388.466,1012.705,2.238,2.276
1352853188.882,9330600,-9809,7560,1401.905,1137.408,2.379,2.377
1352853188.915,9330600,-9853,7596,1403.31,1199.536,2.45,2.423
1352853188.95,9330600,-9890,7622,1411.601,1201.488,2.366,2.452
1352853188.983,9330600,-9990,7673,1410.114,1406.851,2.405,2.542
1352853189.017,9330600,-10054,7701,1448.745,1409.074,2.477,2.568
1352853189.051,9330600,-10104,7728,1447.716,1388.683,2.522,2.553
1352853189.085,9330600,-10114,7718,1448.041,1112.047,2.457,2.497
1352853189.119,9330600,-10126,7726,1463.14,1005.832,2.474,2.511
1352853189.152,9330600,-10178,7773,1492.445,1057.648,2.45,2.454
1352853189.185,9330600,-10226,7801,1499.604,1080.727,2.41,2.462
1352853189.219,9330600,-10257,7820,1335.2,1045.813,2.374,2.422
1352853189.255,9330600,-10261,7845,1322.302,1005.261,2.326,2.422
1352853189.288,9330600,-10278,7861,1325.937,928.831,2.354,2.436
1352853189.322,9330600,-10283,7852,1311.766,901.062,2.401,2.512
1352853189.356,9330600,-10321,7868,1308.027,893.488,2.346,2.463
1352853189.394,9330600,-10357,7886,1306.855,896.091,2.327,2.417
1352853189.428,9330600,-10383,7910,1324.733,865.184,2.34,2.374
1352853189.464,9330600,-10418,7940,1333.175,913.256,2.309,2.343
1352853189.499,9330600,-10450,7980,1435.468,997.76,2.317,2.297
1352853189.536,9330600,-10474,8014,1478.37,971.392,2.273,2.257
1352853189.57,9330600,-10511,8038,1459.119,965.34,2.279,2.284
1352853189.603,9330600,-10561,8075,1462.494,1001.355,2.246,2.296
1352853189.638,9330600,-10584,8097,1462.271,983.919,2.297,2.286
1352853189.672,9330600,-10621,8118,1385.544,1069.273,2.29,2.342
1352853189.707,9330600,-10655,8148,1371.707,1062.956,2.32,2.303
1352853189.741,9330600,-10686,8172,1371.69,1015.368,2.287,2.309
1352853189.775,9330600,-10737,8204,1353.845,1046.758,2.353,2.369
1352853189.809,9330600,-10778,8230,1350.252,1105.19,2.341,2.364
1352853189.846,9330600,-10825,8266,1393.398,1125.689,2.373,2.38
1352853189.882,9330600,-10857,8292,1295.333,1078.553,2.348,2.399
1352853189.92,9330600,-10887,8335,1314.599,1135.012,2.369,2.41
1352853189.953,9330600,-10911,8348,1314.99,1179.268,2.49,2.472
1352853189.987,9330600,-10954,8399,1423.636,1153.237,2.452,2.455
1352853190.023,9330600,-10991,8429,1439.855,1132.961,2.467,2.479
1352853190.059,9330600,-11022,8451,1433.457,1161.472,2.493,2.509
1352853190.093,9330600,-11058,8477,1450.232,1124.627,2.482,2.528
1352853190.129,9330600,-11091,8506,1450.36,1143.865,2.418,2.514
1352853190.165,9330600,-11126,8542,1435.735,1136.921,2.412,2.442
1352853190.199,9330600,-11174,8603,1429.757,1243.558,2.304,2.367
1352853190.234,9330600,-11211,8625,1428.551,1225.93,2.354,2.372
1352853190.268,9330600,-11250,8637,1451.025,1173.659,2.392,2.397
1352853190.301,9330600,-11284,8666,1346.159,1226.658,2.37,2.392
1352853190.334,9330600,-11303,8688,1308.328,1205.579,2.316,2.357
1352853190.37,9330600,-11337,8727,1336.574,1216.163,2.315,2.343
1352853190.405,9330600,-11353,8761,1349.666,1294.706,2.283,2.326
1352853190.442,9330600,-11400,8807,1385.607,1252.747,2.3,2.332
1352853190.478,9330600,-11429,8849,1364.959,1302.699,2.345,2.338
1352853190.513,9330600,-11466,8904,1347.432,1353.927,2.36,2.281
1352853190.547,9330600,-11502,8948,1343.958,1390.573,2.355,2.254
1352853190.58,9330600,-11523,9008,1356.854,1453.179,2.338,2.268
1352853190.614,9330600,-11565,9054,1357.35,1501.789,2.329,2.21
1352853190.649,9330600,-11583,9078,1357.553,1387.686,2.286,2.234
1352853190.683,9330600,-11622,9122,1468.632,1421.335,2.316,2.25
1352853190.717,9330600,-11643,9140,1487.75,1319.628,2.309,2.26
1352853190.751,9330600,-11673,9164,1494.973,1190.949,2.265,2.298
1352853190.785,9330600,-11702,9200,1462.309,1155.796,2.318,2.311
1352853190.824,9330600,-11708,9240,1335.016,1077.026,2.224,2.24
1352853190.858,9330600,-11712,9261,1317.876,964.413,2.176,2.249
1352853190.894,9330600,-11729,9292,1261.941,931.719,2.212,2.25
