time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853352.512,9355200,44412,-20550,1527.481,1023.568,-2.838,0.0
1352853352.549,9355200,44412,-20549,1521.243,1017.301,-2.879,1.416
1352853352.588,9355200,44364,-20556,1516.267,958.143,-2.983,-2.73
1352853352.629,9355200,44316,-20568,1528.602,954.864,-2.917,-2.798
1352853352.668,9355200,44269,-20593,1523.719,973.306,-2.832,-2.811
1352853352.706,9355200,44224,-20631,1513.324,1049.296,-2.723,-2.708
1352853352.743,9355200,44167,-20660,1510.157,1107.365,-2.711,-2.675
1352853352.782,9355200,44111,-20683,1499.08,1122.097,-2.708,-2.691
1352853352.817,9355200,44062,-20700,1494.327,1175.229,-2.757,-2.747
1352853352.853,9355200,44032,-20725,1490.465,1140.247,-2.719,-2.792
1352853352.888,9355200,43992,-20750,1485.622,1166.006,-2.673,-2.792
1352853352.925,9355200,43943,-20773,1544.035,1171.77,-2.676,-2.768
1352853352.963,9355200,43882,-20809,1544.684,1223.409,-2.606,-2.743
1352853353.0,9355200,43841,-20828,1536.876,1276.545,-2.6,-2.714
1352853353.034,9355200,43804,-20856,1556.482,1224.362,-2.593,-2.604
1352853353.072,9355200,43764,-20885,1548.088,1147.992,-2.596,-2.567
1352853353.111,9355200,43745,-20891,1571.15,1178.692,-2.543,-2.561
1352853353.148,9355200,43698,-20929,1590.904,1098.588,-2.583,-2.53
1352853353.187,9355200,43666,-20957,1598.913,1165.124,-2.49,-2.513
1352853353.227,9355200,43641,-20968,1597.262,1128.048,-2.44,-2.56
1352853353.265,9355200,43594,-20983,1597.1,1126.514,-2.532,-2.629
1352853353.302,9355200,43539,-21023,1595.082,1148.319,-2.537,-2.569
1352853353.34,9355200,43527,-20954,1615.2,1096.847,-2.684,-2.667
1352853353.379,9355200,43485,-20956,1613.17,1165.94,-2.644,-2.697
1352853353.418,9355200,43417,-20958,1604.837,1310.772,-2.679,-2.731
1352853353.455,9355200,43505,-20963,1595.951,944.731,-2.569,-2.669
1352853353.491,9355200,43376,-20895,1588.314,1147.131,-2.761,-2.843
1352853353.527,9355200,43336,-20851,1580.723,1017.922,-3.014,3.137
1352853353.566,9355200,43303,-20847,1575.68,1039.859,-3.052,-3.129
1352853353.604,9355200,43281,-20837,1562.407,974.223,-3.104,3.09
1352853353.64,9355200,43253,-20836,1550.112,1014.146,3.135,3.071
1352853353.677,9355200,43188,-20797,1543.537,1138.568,2.919,2.893
