time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853194.638,9331400,-36581,-3533,1769.862,1368.676,-0.031,0.0
1352853194.672,9331400,-36581,-3532,1765.48,1366.198,-0.021,1.302
1352853194.707,9331400,-36535,-3527,1763.438,1303.838,0.063,0.48
1352853194.74,9331400,-36502,-3524,1761.725,1222.401,0.135,0.249
1352853194.775,9331400,-36462,-3514,1760.03,1234.111,0.167,0.213
1352853194.81,9331400,-36419,-3492,1756.925,1234.088,0.194,0.215
1352853194.844,9331400,-36371,-3484,1754.509,1171.711,0.211,0.195
1352853194.877,9331400,-36339,-3489,1752.317,1119.948,0.215,0.171
1352853194.91,9331400,-36319,-3491,1750.374,1054.478,0.236,0.174
1352853194.944,9331400,-36281,-3483,1748.952,1040.493,0.17,0.154
1352853194.98,9331400,-36229,-3474,1745.415,999.749,0.159,0.117
1352853195.014,9331400,-36191,-3475,1742.049,1004.674,0.155,0.111
1352853195.049,9331400,-36137,-3470,1740.079,1033.016,0.109,0.116
1352853195.089,9331400,-36078,-3468,1738.095,1074.33,0.091,0.09
1352853195.125,9331400,-36027,-3456,1733.44,1152.606,0.129,0.135
1352853195.16,9331400,-35995,-3436,1728.788,1150.305,0.121,0.168
1352853195.194,9331400,-35947,-3435,1722.112,1193.037,0.188,0.183
1352853195.227,9331400,-35899,-3422,1714.913,1259.015,0.236,0.227
1352853195.26,9331400,-35853,-3411,1709.682,1295.871,0.203,0.235
1352853195.295,9331400,-35809,-3400,1705.541,1217.807,0.231,0.256
1352853195.33,9331400,-35784,-3394,1702.364,1187.558,0.237,0.278
1352853195.366,9331400,-35756,-3384,1699.701,1112.646,0.196,0.221
1352853195.403,9331400,-35671,-3368,1728.586,1178.691,0.265,0.278
1352853195.439,9331400,-35591,-3353,1726.488,1261.547,0.255,0.273
1352853195.477,9331400,-35538,-3342,1722.942,1240.286,0.206,0.201
1352853195.513,9331400,-35499,-3336,1717.029,1223.967,0.194,0.169
1352853195.549,9331400,-35467,-3333,1711.044,1176.434,0.169,0.126
1352853195.585,9331400,-35394,-3379,1706.605,1308.214,-0.107,-0.047
1352853195.621,9331400,-35348,-3414,1701.4,1360.276,-0.239,-0.113
1352853195.658,9331400,-35290,-3429,1704.485,1371.649,-0.22,-0.153
1352853195.695,9331400,-35233,-3438,1706.263,1368.825,-0.169,-0.194
1352853195.731,9331400,-35172,-3445,1703.264,1389.967,-0.15,-0.216
1352853195.766,9331400,-35137,-3441,1699.879,1271.231,-0.183,-0.219
1352853195.805,9331400,-35080,-3433,1698.492,1246.045,-0.214,-0.237
1352853195.839,9331400,-35039,-3449,1698.544,1256.121,-0.304,-0.239
1352853195.874,9331400,-34990,-3468,1698.544,1241.993,-0.363,-0.244
1352853195.909,9331400,-34947,-3487,1698.544,1198.664,-0.419,-0.248
1352853195.944,9331400,-34913,-3501,1698.544,1190.632,-0.453,-0.24
1352853195.98,9331400,-34846,-3432,1715.964,1280.583,-0.287,-0.299
1352853196.016,9331400,-34806,-3368,1734.594,1259.132,-0.214,-0.25
1352853196.051,9331400,-34748,-3368,1808.086,1315.24,-0.213,-0.236
1352853196.086,9331400,-34703,-3363,1847.842,1282.207,-0.213,-0.208
1352853196.122,9331400,-34669,-3357,1848.621,1220.311,-0.206,-0.203
1352853196.158,9331400,-34627,-3365,1848.621,1149.778,-0.255,-0.226
1352853196.194,9331400,-34596,-3362,1855.282,1160.127,-0.179,-0.204
1352853196.228,9331400,-34572,-3361,1857.113,1127.466,-0.164,-0.195
1352853196.265,9331400,-34544,-3352,1857.919,1126.711,-0.187,-0.207
1352853196.299,9331400,-34501,-3324,1879.813,1114.942,-0.17,-0.173
1352853196.336,9331400,-34461,-3338,1879.734,1105.852,-0.164,-0.156
1352853196.37,9331400,-34324,-3288,1884.177,1249.16,-0.074,-0.201
1352853196.405,9331400,-34279,-3285,1884.063,1246.905,-0.063,-0.21
1352853196.442,9331400,-34232,-3282,1883.947,1215.26,-0.103,-0.208
1352853196.476,9331400,-34195,-3285,1894.048,1188.296,-0.123,-0.216
1352853196.515,9331400,-34153,-3291,1894.208,1102.394,-0.14,-0.195
1352853196.55,9331400,-34116,-3295,1894.208,1067.583,-0.127,-0.199
1352853196.585,9331400,-34079,-3299,1894.208,1034.232,-0.103,-0.208
1352853196.62,9331400,-34041,-3301,1894.208,1016.876,-0.112,-0.188
1352853196.654,9331400,-33998,-3249,1888.589,1151.174,0.042,-0.118
1352853196.69,9331400,-33958,-3230,1883.975,1124.671,-0.015,-0.054
1352853196.726,9331400,-33933,-3230,1879.752,1039.281,-0.033,-0.056
1352853196.761,9331400,-33801,-2904,1869.693,1635.918,0.886,0.225
1352853196.798,9331400,-33752,-2870,1863.692,1617.552,0.789,0.236
1352853196.835,9331400,-33707,-2796,1862.602,1586.504,0.726,0.29
1352853196.871,9331400,-33698,-2755,1858.896,1651.68,0.677,0.337
1352853196.907,9331400,-33706,-2734,1846.451,1603.677,0.624,0.356
1352853196.94,9331400,-33669,-2710,1832.878,1633.434,0.522,0.392
1352853196.978,9331400,-33624,-2671,1817.163,1583.036,0.528,0.45
1352853197.013,9331400,-33605,-2635,1798.204,1587.885,0.59,0.477
1352853197.05,9331400,-33575,-2593,1789.687,1501.074,0.578,0.516
1352853197.087,9331400,-33543,-2564,1783.29,1362.648,0.544,0.537
1352853197.124,9331400,-33515,-2534,1776.482,1283.107,0.557,0.548
1352853197.161,9331400,-33479,-2451,1787.043,1359.759,0.655,0.611
1352853197.196,9331400,-33443,-2394,1800.651,1357.952,0.628,0.615
1352853197.235,9331400,-33398,-2375,1793.202,1321.419,0.618,0.63
1352853197.27,9331400,-33361,-2356,1786.121,1294.644,0.591,0.643
1352853197.305,9331400,-33318,-2334,1780.101,1317.338,0.618,0.622
1352853197.341,9331400,-33305,-2308,1778.085,1277.324,0.607,0.656
1352853197.375,9331400,-33283,-2275,1775.739,1206.877,0.65,0.645
1352853197.41,9331400,-33273,-2266,1773.506,1046.554,0.644,0.653
1352853197.444,9331400,-33232,-2248,1764.822,1071.618,0.599,0.614
1352853197.479,9331400,-33203,-2235,1756.637,997.049,0.621,0.614
1352853197.516,9331400,-33175,-2205,1755.176,997.195,0.603,0.582
1352853197.553,9331400,-33128,-2180,1749.568,1027.987,0.548,0.536
1352853197.587,9331400,-33103,-2166,1744.385,991.314,0.456,0.486
1352853197.623,9331400,-33050,-2148,1735.493,992.619,0.464,0.49
1352853197.661,9331400,-33020,-2140,1727.276,931.33,0.376,0.421
1352853197.697,9331400,-32977,-2122,1717.52,956.469,0.383,0.381
