time,person_id,pos_x,pos_y,pos_z,velocity,motion_angle,facing_angle
1352853293.121,9345300,45344,-19705,1588.564,1384.856,-2.959,0.0
1352853293.159,9345300,45343,-19704,1583.988,1385.142,-2.963,1.618
1352853293.195,9345300,45280,-19710,1580.592,1397.842,-2.959,-2.79
1352853293.232,9345300,45230,-19716,1577.113,1301.041,-2.996,-2.823
1352853293.269,9345300,45184,-19712,1572.048,1261.191,-3.0,-2.877
1352853293.304,9345300,45131,-19705,1567.358,1304.053,-3.041,-2.958
1352853293.342,9345300,45077,-19672,1563.517,1300.49,3.079,-3.128
1352853293.378,9345300,45012,-19620,1557.957,1411.613,2.864,2.908
1352853293.414,9345300,44966,-19594,1554.139,1374.654,2.832,2.838
1352853293.451,9345300,44921,-19565,1549.852,1403.034,2.783,2.732
1352853293.485,9345300,44873,-19559,1547.05,1421.983,2.793,2.79
1352853293.521,9345300,44831,-19540,1544.41,1442.161,2.767,2.813
1352853293.558,9345300,44781,-19518,1541.801,1403.637,2.709,2.845
1352853293.595,9345300,44730,-19497,1540.594,1395.113,2.685,2.807
1352853293.632,9345300,44686,-19483,1539.178,1429.649,2.762,2.798
1352853293.669,9345300,44644,-19464,1536.705,1366.279,2.746,2.837
1352853293.706,9345300,44585,-19447,1534.112,1452.917,2.713,2.845
1352853293.741,9345300,44545,-19447,1542.068,1406.663,2.756,2.855
1352853293.776,9345300,44512,-19401,1555.304,1433.996,2.636,2.773
1352853293.811,9345300,44483,-19383,1547.396,1384.068,2.706,2.87
1352853293.848,9345300,44449,-19366,1544.767,1323.16,2.721,2.821
1352853293.888,9345300,44400,-19353,1543.28,1272.457,2.707,2.837
1352853293.924,9345300,44362,-19350,1542.686,1276.26,2.724,2.817
1352853293.961,9345300,44296,-19335,1542.887,1323.269,2.811,2.828
1352853293.996,9345300,44254,-19331,1540.766,1284.962,2.867,2.856
1352853294.034,9345300,44224,-19312,1539.256,1212.354,2.829,2.846
1352853294.068,9345300,44186,-19316,1547.668,1215.01,2.856,2.856
1352853294.107,9345300,44142,-19319,1545.959,1236.079,2.971,2.967
1352853294.145,9345300,44084,-19320,1545.079,1236.141,3.03,3.042
1352853294.181,9345300,44036,-19328,1543.809,1194.008,3.061,3.066
1352853294.216,9345300,43987,-19331,1541.517,1250.807,3.029,3.091
1352853294.254,9345300,43934,-19338,1539.797,1247.294,3.039,3.097
1352853294.29,9345300,43913,-19319,1539.243,1126.448,3.101,3.096
1352853294.326,9345300,43877,-19266,1539.013,1126.676,2.914,2.983
1352853294.359,9345300,43840,-19248,1537.335,1165.091,2.845,2.927
1352853294.396,9345300,43804,-19235,1536.953,1130.809,2.862,2.918
1352853294.429,9345300,43760,-19200,1536.667,1129.462,2.707,2.768
1352853294.466,9345300,43718,-19154,1556.81,1145.106,2.595,2.672
1352853294.5,9345300,43683,-19139,1558.204,1160.317,2.648,2.725
1352853294.537,9345300,43658,-19107,1565.56,1113.265,2.56,2.617
1352853294.573,9345300,43610,-19088,1584.558,1154.577,2.584,2.667
1352853294.611,9345300,43575,-19062,1593.299,1095.035,2.606,2.679
1352853294.647,9345300,43548,-19052,1588.847,1119.46,2.575,2.706
1352853294.684,9345300,43520,-19026,1587.366,1182.589,2.538,2.646
1352853294.719,9345300,43483,-19001,1587.309,1199.496,2.546,2.667
1352853294.755,9345300,43443,-18975,1587.395,1132.428,2.582,2.693
1352853294.791,9345300,43414,-18956,1587.413,1034.957,2.502,2.67
1352853294.827,9345300,43390,-18934,1587.413,1026.113,2.512,2.694
1352853294.862,9345300,43359,-18907,1587.413,1041.112,2.446,2.673
1352853294.897,9345300,43336,-18884,1587.413,1046.743,2.494,2.724
1352853294.934,9345300,43299,-18857,1587.413,1077.014,2.49,2.69
1352853294.969,9345300,43278,-18837,1587.413,1028.405,2.457,2.734
1352853295.003,9345300,42814,-18655,1581.682,2268.486,2.971,-2.719
1352853295.04,9345300,42797,-18625,1578.729,2069.165,2.745,2.678
1352853295.076,9345300,42732,-18592,1578.724,1993.003,2.686,2.739
1352853295.112,9345300,42665,-18559,1578.724,1957.559,2.672,2.708
1352853295.146,9345300,42600,-18527,1578.724,1907.935,2.659,2.685
1352853295.182,9345300,42528,-18468,1568.134,1986.976,2.687,2.646
1352853295.221,9345300,42463,-18276,1573.02,2218.296,2.496,2.462
1352853295.258,9345300,42403,-18199,1571.204,2204.506,2.418,2.439
1352853295.294,9345300,42399,-18032,1571.651,2269.425,2.122,2.265
1352853295.331,9345300,42326,-17935,1569.761,2315.376,2.156,2.283
1352853295.373,9345300,42252,-17852,1566.617,2385.908,2.266,2.319
1352853295.409,9345300,42192,-17806,1597.915,2346.96,2.31,2.335
1352853295.447,9345300,42102,-17759,1597.467,2290.504,2.402,2.433
1352853295.484,9345300,42027,-17697,1593.778,2360.995,2.44,2.434
